,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,559,18-30,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,9909,3,0.0,0.40530303030303133,0.21844410097887687,0.016611640066026105,7.0
1,652,31-54,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,9821,2,0.0,0.3474747474747476,0.21844410097887687,0.0027614805328270093,0.0
2,676,31-54,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,9794,4,0.0,0.4116161616161627,0.21844410097887687,0.002655421279200564,7.0
3,685,31-54,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,9786,3,0.0,0.40530303030303133,0.21844410097887687,0.009273319467379035,7.0
4,707,18-30,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,9762,8,73.0,0.4204545454545466,0.21844410097887687,0.02479693947218824,7.0
5,709,31-54,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,9764,39,43.04452784223093,0.4425505050505061,0.21844410097887687,0.032176165017945596,7.0
6,811,18-30,1,20001-30000,Montréal,Montréal,Le Plateau-Mont-Royal,H2K,104,9660,2,0.0,0.35063131313131324,0.21844410097887687,0.002525274943942126,0.0
7,919,31-54,0,0,Montréal,Montréal,Montréal-Nord,H1H,104,9551,1,0.0,0.2957070707070707,0.21844410097887687,0.0025529154139918276,0.0
8,1029,18-30,1,0-10000,Montréal-Est,Montréal,,H1J,113,9443,8,74.0,0.4198232323232333,0.21844410097887687,0.016889395059674343,7.0
9,1044,96-150,1,0-10000,Montréal-Est,Montréal,,H1G,113,9420,8,0.0,0.4223484848484859,0.21844410097887687,0.018929375027394994,7.0
10,1128,18-30,0,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2T,113,9341,16,11.218750276990495,0.4400252525252536,0.21844410097887687,0.0031876321159643216,7.0
11,2414,0,0,0,Montréal,Montréal,Montréal-Nord,H1H,104,8061,10,0.0,0.30176767676767674,0.21844410097887687,0.0031572304063162615,0.0
12,2458,18-30,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,113,8001,1,0.0,0.30138888888888893,0.21844410097887687,0.0022475199502590337,1.0
13,2469,31-54,0,0,Montréal,Montréal,Montréal-Nord,H1G,113,8781,4,0.0,0.4015151515151525,0.21844410097887687,0.0022475199502590337,7.0
14,2687,55-65,0,50001-,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,7780,9,81.937730735723,0.4267676767676778,0.21844410097887687,0.0025150214660347725,7.0
15,2692,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,7774,1,0.0,0.29343434343434344,0.21844410097887687,0.0051187171104036715,0.0
16,3135,31-54,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,7337,3,0.0,0.41098484848484956,0.21844410097887687,0.0024921948729884585,7.0
17,3459,66-80,0,0,Montréal,Montréal,Montréal-Nord,H1G,113,7007,12,3.260619866833178,0.432449494949496,0.21844410097887687,0.0027712637666535193,7.0
18,3460,0,0,50001-,Montréal,Montréal,Montréal-Nord,H1G,113,7008,7,19.15387294575274,0.42361111111111216,0.21844410097887687,0.003178055680803114,7.0
19,3470,81-95,1,20001-30000,Montréal-Est,Montréal,,H1G,113,6997,7,73.0,0.41856060606060713,0.21844410097887687,0.002736869795717883,7.0
20,3472,81-95,0,20001-30000,Montréal-Est,Montréal,,H1G,113,6998,13,149.2129350216293,0.43371212121212227,0.21844410097887687,0.0024921948729888068,7.0
21,3473,55-65,0,20001-30000,Montréal,Montréal,Montréal-Nord,H1G,113,6999,6,0.0,0.41035353535353647,0.21844410097887687,0.0022475199502590337,7.0
22,3483,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1R,113,6989,1,0.0,0.385353535353536,0.21844410097887687,0.0022475199502590337,6.0
23,3501,31-54,0,0,Montréal,Montréal,Montréal-Nord,H1H,113,6969,4,0.0,0.4507575757575764,0.21844410097887687,0.0022475199502590337,6.0
24,3702,66-80,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6775,4,0.49333333333333335,0.41224747474747586,0.21844410097887687,0.00252394590876602,7.0
25,3707,18-30,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6767,2,22.769249453350913,0.4071969696969707,0.21844410097887687,0.016611640065991654,7.0
26,3759,0,0,0,Montréal,Montréal,Montréal-Nord,H1G,113,6697,3,0.0,0.45959595959596017,0.21844410097887687,0.002386397447100379,6.0
27,3760,66-80,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6698,11,11.112957398459404,0.4324494949494959,0.21844410097887687,0.0039426544189833535,7.0
28,3921,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6572,56,100.077701232313,0.49368686868686906,0.21844410097887687,0.005782318228442968,7.0
29,3938,66-80,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6527,14,0.8525087216815513,0.4160353535353546,0.21844410097887687,0.0024167577363047228,6.0
30,3939,0,1,0,Montréal,Montréal,Montréal-Nord,H1G,113,6528,4,51.790806368354986,0.4255050505050515,0.21844410097887687,0.0025045002415430215,6.0
31,3954,31-54,1,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,104,6513,1,0.0,0.385353535353536,0.21844410097887687,0.00248475690403787,0.0
32,3964,55-65,0,0,Montréal,Montréal,Montréal-Nord,H1E,113,6502,11,0.0,0.4507575757575764,0.21844410097887687,0.0034337047191506744,6.0
33,3965,31-54,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,113,6503,9,0.021703199100042224,0.4583333333333339,0.21844410097887687,0.003373852394544894,6.0
34,4155,31-54,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,104,6310,1,0.0,0.3401515151515152,0.21844410097887687,0.002408419986825071,0.0
35,4207,66-80,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6259,3,3.5263853955389868,0.3563131313131315,0.21844410097887687,0.00237826650173383,7.0
36,4297,18-30,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6164,9,19.407600855768667,0.4513888888888898,0.21844410097887687,0.007582243977957095,6.0
37,4341,0,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6121,7,110.75395773887071,0.4349747474747485,0.21844410097887687,0.01697430205755316,6.0
38,4342,55-65,1,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6124,7,0.0,0.4255050505050515,0.21844410097887687,0.01712320296747453,7.0
39,4343,66-80,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6125,9,7.249140185397477,0.40744949494949584,0.21844410097887687,0.00380378946826426,7.0
40,4365,55-65,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6092,74,305.6385716469586,0.5246212121212117,0.21844410097887687,0.010950680273563414,6.0
41,4380,81-95,0,0-10000,Montréal-Est,Montréal,,H1G,113,6089,2,0.0,0.29406565656565664,0.21844410097887687,0.002440884749699598,8.0
42,4381,81-95,0,20001-30000,Montréal-Est,Montréal,,H1G,113,6090,1,0.0,0.007575757575757576,0.21844410097887687,0.0022475199502590337,1.0
43,4411,81-95,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,6061,13,231.92217990955857,0.4393939393939404,0.21844410097887687,0.004032305583038585,6.0
44,4424,55-65,0,30001-50000,Montréal,Montréal,Saint-Léonard,H1V,113,6035,5,8.344800758393184,0.4640151515151521,0.21844410097887687,0.002675798026478753,7.0
45,4425,96-150,0,0-10000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,6036,5,0.0,0.41186868686868777,0.21844410097887687,0.002998717486603815,7.0
46,4441,0,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6028,5,75.0,0.303030303030303,0.21844410097887687,0.0035171347480398257,1.0
47,4450,55-65,0,10001-20000,Montréal,Montréal,Montréal-Nord,H4N,113,6026,14,0.0,0.4507575757575764,0.21844410097887687,0.0024847569040373618,6.0
48,4593,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5881,25,20.173905909302174,0.4633838383838393,0.21844410097887687,0.004722226037319407,7.0
49,4643,31-54,1,0,Montréal,Montréal,Montréal-Nord,H1G,113,5825,15,117.40496518170792,0.4898989898989904,0.21844410097887687,0.00328286498074686,6.0
50,4653,55-65,1,10001-20000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,5810,11,0.0,0.39040404040404114,0.21844410097887687,0.0022475199502590337,6.0
51,4678,31-54,0,0,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2P,104,5792,1,0.0,0.3474747474747476,0.21844410097887687,0.0025045002415430215,0.0
52,4709,66-80,0,30001-50000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,5760,2,0.0,0.27878787878787914,0.21844410097887687,0.002594863942571793,0.0
53,4829,81-95,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,5643,27,92.62105115190964,0.4368686868686879,0.21844410097887687,0.0035378478634356687,6.0
54,4831,66-80,1,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,5645,22,205.00897145596042,0.4444444444444455,0.21844410097887687,0.005759092173317261,7.0
55,4876,31-54,1,0,Montréal,Montréal,Montréal-Nord,H1H,113,5586,2,0.0,0.2837121212121217,0.21844410097887687,0.0022475199502590337,1.0
56,4877,66-80,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5587,23,112.43958935661517,0.36136363636363655,0.21844410097887687,0.0031402030850312614,6.0
57,4879,66-80,1,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,5589,6,127.05486244366588,0.33042929292929274,0.21844410097887687,0.0035700127847871,7.0
58,4891,66-80,1,0,Winneway,Abitibi-Témiscamingue,,H1T,113,5577,21,0.0,0.4425505050505061,0.21844410097887687,0.0022475199502590337,7.0
59,4897,66-80,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5561,20,111.00000000000004,0.42361111111111216,0.21844410097887687,0.0043222719875036925,7.0
60,4898,31-54,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,5562,1,0.0,0.2930555555555556,0.21844410097887687,0.0025659186098790634,0.0
61,4900,66-80,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5564,1,0.0,0.33106060606060606,0.21844410097887687,0.0022475199502590337,6.0
62,4902,66-80,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,5566,28,219.570181848628,0.43939393939394045,0.21844410097887687,0.004021644321837093,6.0
