,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,1347,66-80,0,20001-30000,Saint-Ulric,Bas-Saint-Laurent,,G0J,110,9128,1,0.0,0.2338095238095245,0.18821747448979592,0.0033280419723416,0.0
1,1404,31-54,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,9070,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
2,1448,18-30,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,9020,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
3,1485,31-54,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8988,3,0.0,0.42285714285714254,0.18821747448979592,0.0012088234178766314,5.0
4,1494,55-65,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8976,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
5,1533,55-65,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,8933,6,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
6,1548,81-95,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,8916,2,0.0,0.31828571428571456,0.18821747448979592,0.0012088234178766314,6.0
7,1560,66-80,0,50001-,Baie-des-Sables,Bas-Saint-Laurent,,G0J,110,8910,6,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
8,1764,31-54,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,8720,3,2.0,0.3101904761904764,0.18821747448979592,0.002493198299370552,1.0
9,1924,66-80,1,10001-20000,Les Méchins,Bas-Saint-Laurent,,G4W,110,8548,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
10,2004,55-65,1,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8470,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
11,2073,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8393,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
12,2284,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,8182,19,0.0,0.43047619047618996,0.18821747448979592,0.001379274944714927,5.0
13,2285,66-80,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8183,19,0.0,0.43047619047618996,0.18821747448979592,0.0015861661864221286,5.0
14,2305,31-54,0,30001-50000,Saint-Léandre,Bas-Saint-Laurent,,G0J,110,8161,2,0.0,0.41809523809523785,0.18821747448979592,0.006306468395101245,0.0
15,2374,31-54,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,8117,5,0.0,0.41809523809523785,0.18821747448979592,0.00630646839509386,5.0
16,2375,66-80,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8118,56,151.64558432410567,0.5047619047619037,0.18821747448979592,0.0016675596856600928,4.0
17,2377,66-80,0,50001-,Grosses-Roches,Bas-Saint-Laurent,,G0J,110,8089,2,0.0,0.3467619047619055,0.18821747448979592,0.0012088234178766314,5.0
18,2378,31-54,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8111,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
19,2379,66-80,0,20001-30000,Saint-Léandre,Bas-Saint-Laurent,,G0J,110,8114,4,0.0,0.4338095238095231,0.18821747448979592,0.004227893333123266,5.0
20,2380,66-80,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8121,2,0.0,0.3231428571428575,0.18821747448979592,0.0012603661717970342,0.0
21,2390,55-65,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8088,1,0.0,0.3224761904761909,0.18821747448979592,0.0012958981846332976,0.0
22,2406,31-54,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,8071,1,0.0,0.2338095238095245,0.18821747448979592,0.0012088234178766314,2.0
23,2434,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8025,4,0.0,0.34104761904761965,0.18821747448979592,0.002051432463185474,0.0
24,2435,66-80,0,10001-20000,Saint-Ulric,Bas-Saint-Laurent,,G0J,110,8028,8,0.0,0.4304761904761899,0.18821747448979592,0.0025885251277116502,5.0
25,2436,31-54,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,8030,19,5.3809218399088286,0.38295238095238227,0.18821747448979592,0.006526211063820572,5.0
26,2442,31-54,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,8022,12,5.285691091070363,0.44142857142857056,0.18821747448979592,0.002122821665159042,5.0
27,2445,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8023,9,13.398719313009535,0.35628571428571515,0.18821747448979592,0.0030616770479427726,5.0
28,2447,55-65,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,8027,6,0.0,0.44142857142857056,0.18821747448979592,0.0012088234178766314,4.0
29,2489,66-80,0,20001-30000,Saint-Adelme,Bas-Saint-Laurent,,G0J,110,7976,1,0.0,0.41809523809523785,0.18821747448979592,0.0012088234178766314,5.0
30,2519,31-54,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7934,30,572.9036303661105,0.48523809523809447,0.18821747448979592,0.00863503562886516,5.0
31,2525,81-95,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,7943,15,131.44508637873932,0.4642857142857133,0.18821747448979592,0.007615377834547593,5.0
32,2543,31-54,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,7903,1,0.0,0.36047619047619145,0.18821747448979592,0.0016790708445115039,0.0
33,2712,66-80,0,10001-20000,Saint-René-de-Matane,Bas-Saint-Laurent,,G0J,110,7752,6,3.4617392344077995,0.44999999999999896,0.18821747448979592,0.002135828632110634,5.0
34,2747,31-54,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,7708,1,0.0,0.30066666666666675,0.18821747448979592,0.0012088234178766314,6.0
35,2797,31-54,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7681,4,0.0,0.44428571428571323,0.18821747448979592,0.0012088234178766314,5.0
36,2965,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,7511,2,0.0,0.4219047619047616,0.18821747448979592,0.004785145811684075,0.0
37,3011,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7459,5,19.820965791556425,0.36104761904762,0.18821747448979592,0.0018049230263990504,5.0
38,3013,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,7461,8,20.240292957867517,0.4547619047619036,0.18821747448979592,0.005054609154376988,5.0
39,3050,31-54,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7423,69,329.4927044025338,0.495714285714285,0.18821747448979592,0.011726074343499608,4.0
40,3075,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7411,8,0.19230769230769232,0.44714285714285606,0.18821747448979592,0.006332239772054054,5.0
41,3145,31-54,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,7322,91,183.96524966382157,0.49857142857142794,0.18821747448979592,0.012824157433916974,4.0
42,3223,31-54,1,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,7250,3,0.0,0.3305714285714291,0.18821747448979592,0.0012088234178766314,5.0
43,3225,31-54,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,7252,5,0.0,0.29600000000000004,0.18821747448979592,0.009317441705113965,6.0
44,3269,31-54,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,7196,4,0.0,0.43952380952380865,0.18821747448979592,0.0012088234178766314,5.0
45,3322,66-80,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,7155,17,22.96324481514059,0.46142857142857047,0.18821747448979592,0.001994466047248103,5.0
46,3462,31-54,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,7010,1,0.0,0.3339047619047625,0.18821747448979592,0.0015703314433347223,0.0
47,3505,31-54,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,4541,3,0.0,0.011428571428571429,0.18821747448979592,0.0012088234178766314,1.0
48,3508,66-80,0,20001-30000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,6965,8,252.00000000000003,0.4304761904761899,0.18821747448979592,0.011924438657743272,5.0
49,3509,66-80,1,20001-30000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,6966,2,0.3055555555555556,0.32723809523809577,0.18821747448979592,0.0014800159441266034,6.0
50,3526,66-80,1,20001-30000,Saint-Ulric,Bas-Saint-Laurent,,G0J,110,6952,3,0.0,0.3534285714285723,0.18821747448979592,0.001602250364223288,0.0
51,3545,55-65,1,20001-30000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,6941,50,1134.4104562529021,0.5061904761904755,0.18821747448979592,0.00987869207645536,4.0
52,3558,31-54,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6942,44,6.056628143516928,0.46809523809523723,0.18821747448979592,0.008428666437873784,4.0
53,3559,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6943,31,7.3636304693260675,0.4642857142857134,0.18821747448979592,0.00409920257816575,4.0
54,3560,66-80,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,6944,44,598.3582761299436,0.4904761904761894,0.18821747448979592,0.008055517980422184,4.0
55,3561,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6945,139,284.7912361342658,0.49952380952380865,0.18821747448979592,0.01024409020666663,4.0
56,3590,0,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6880,1,0.0,0.31790476190476225,0.18821747448979592,0.0014624230580010333,0.0
57,3593,31-54,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6885,1,0.0,0.3270476190476196,0.18821747448979592,0.0012088234178766314,5.0
58,3615,55-65,1,50001-,Matane,Bas-Saint-Laurent,,G4W,110,6881,6,238.76956145804806,0.4342857142857136,0.18821747448979592,0.0037576459064852462,5.0
59,3616,66-80,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6882,8,18.642234499808584,0.4633333333333325,0.18821747448979592,0.0038566453782449685,5.0
60,3636,31-54,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6850,11,137.4470290396575,0.4604761904761895,0.18821747448979592,0.0031905003088256714,4.0
61,3637,31-54,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6851,2,0.0,0.41809523809523785,0.18821747448979592,0.0037576459064852462,5.0
62,3640,31-54,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6848,8,271.1779298594405,0.44142857142857056,0.18821747448979592,0.009325538310348424,4.0
63,3668,31-54,1,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,6847,2,0.0,0.36047619047619145,0.18821747448979592,0.0012088234178766314,5.0
64,3767,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6704,13,35.64094607313748,0.46619047619047527,0.18821747448979592,0.004944441330658145,4.0
65,3797,55-65,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6700,14,1.1721685706829372,0.4461904761904751,0.18821747448979592,0.0029931655124520356,4.0
66,3879,66-80,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6588,39,195.84507202753107,0.41666666666666685,0.18821747448979592,0.0025161604613397827,5.0
67,3888,55-65,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6575,2,0.0,0.35057142857142937,0.18821747448979592,0.0012088234178766314,5.0
68,3940,66-80,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6535,44,173.5597396022162,0.48285714285714204,0.18821747448979592,0.011179774203515142,4.0
69,3967,66-80,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6511,38,171.1800087458479,0.3865714285714299,0.18821747448979592,0.004158312711968612,5.0
70,4016,31-54,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,6455,1,0.0,0.3467619047619055,0.18821747448979592,0.0017361467835228879,0.0
71,4019,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6454,160,1228.6869263979368,0.5280952380952375,0.18821747448979592,0.02934594559600974,4.0
