id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
17,66-80,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10451
22,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,10449
23,66-80,0,30001-50000,Montréal,Montréal,Ahuntsic-Cartierville,H1T,114,10450
42,0,1,10001-20000,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1A,114,10427
58,31-54,1,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2E,114,10410
81,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10387
138,31-54,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10331
139,31-54,1,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10330
199,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10270
311,31-54,0,50001-,Montréal,Montréal,Ville-Marie,H2K,114,10158
316,31-54,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,114,10153
317,55-65,0,0-10000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,10154
393,0,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1E,114,10074
424,66-80,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10044
428,66-80,0,20001-30000,Montréal,Montréal,Ville-Marie,H2K,114,10032
486,0,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1J,88,9977
487,0,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,9978
489,66-80,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9972
521,31-54,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9944
553,55-65,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9913
583,81-95,0,10001-20000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,9880
593,66-80,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9874
594,66-80,0,20001-30000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2S,114,9872
596,81-95,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,114,9870
601,55-65,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,9865
603,66-80,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,9867
612,55-65,0,30001-50000,Franklin,Montérégie,,J0S,114,9857
619,55-65,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9849
620,31-54,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9850
651,66-80,1,30001-50000,Montréal,Montréal,Montréal-Nord,H2L,114,9820
665,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,114,9802
694,66-80,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9771
709,31-54,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,9764
711,66-80,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,9754
720,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,114,9742
728,31-54,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9737
729,66-80,0,30001-50000,Montréal,Montréal,Ville-Marie,H2L,115,9744
744,0,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9725
750,0,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,9718
788,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,114,9675
793,31-54,1,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9679
823,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,9646
842,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9630
843,66-80,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9631
844,31-54,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9632
863,31-54,1,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,9606
878,31-54,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,114,9590
950,31-54,0,20001-30000,Montréal,Montréal,Ville-Marie,H2K,114,9521
979,66-80,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9493
980,31-54,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,9494
1012,18-30,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9461
1023,55-65,0,20001-30000,Candiac,Montérégie,,J5R,115,9448
1042,31-54,0,50001-,Montréal,Montréal,Le Sud-Ouest,H3C,114,9428
1051,31-54,0,10001-20000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,9425
1105,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9362
1127,0,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9340
1130,31-54,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,9343
1131,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9344
1132,31-54,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,9345
1197,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,114,9274
1199,31-54,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,9276
1200,66-80,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H3T,114,9277
1202,31-54,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,9272
1312,31-54,1,10001-20000,Chambly,Montérégie,,J3L,88,9164
1316,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9171
1434,31-54,0,20001-30000,Longueuil,Montérégie,Greenfield Park,J4V,115,9032
1445,31-54,1,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2H,114,9026
1561,31-54,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2M,114,8920
1573,31-54,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8897
1578,31-54,1,50001-,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2A,114,8881
1579,31-54,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2A,114,8882
1581,31-54,0,10001-20000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2E,114,8884
