,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,517,31-54,0,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2J,88,9951,2,0.0,0.37164234942012797,0.042690213783030145,0.0009717531125015053,0.0
1,527,31-54,0,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,9934,2,0.0,0.2828843995510644,0.042690213783030145,0.0006231986960289561,0.0
2,555,31-54,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,88,9912,1,0.0,0.2828843995510644,0.042690213783030145,0.000551809671993694,7.0
3,570,55-65,1,50001-,Laval,Laval,,H7J,88,9893,1,0.0,0.32203516647961167,0.042690213783030145,0.000551809671993694,8.0
4,601,55-65,0,10001-20000,Montréal,Montréal,Ville-Marie,H2K,88,9865,5,0.0,0.3839880284324719,0.042690213783030145,0.0015302170607991296,8.0
5,602,31-54,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,9866,2,0.0,0.3839880284324719,0.042690213783030145,0.0008779454682621724,8.0
6,603,66-80,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,9867,5,0.0,0.3839880284324719,0.042690213783030145,0.0012040812645306507,6.0
7,607,55-65,0,30001-50000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2E,88,9861,4,3.1166067773872697,0.37678638234193795,0.042690213783030145,0.000581878372970666,6.0
8,613,66-80,0,10001-20000,Montréal-Est,Montréal,,H1B,88,9851,1,0.0,0.370613542835766,0.042690213783030145,0.0008779454682625774,0.0
9,615,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,9853,1,0.0,0.370613542835766,0.042690213783030145,0.0008779454682625774,0.0
10,617,31-54,1,20001-30000,Montréal,Montréal,Ahuntsic-Cartierville,H3L,88,9855,1,0.0,0.370613542835766,0.042690213783030145,0.0008779454682625774,0.0
11,627,66-80,0,10001-20000,Montréal,Montréal,Ville-Marie,H2L,88,7919,2,0.0,0.2756079311634842,0.042690213783030145,0.0005999844992695988,7.0
12,658,31-54,0,50001-,Montréal-Est,Montréal,,H1L,88,9810,3,8.90396767315372,0.3256266367377489,0.042690213783030145,0.0006746379569568522,8.0
13,660,96-150,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,9812,1,0.0,0.2758885147774011,0.042690213783030145,0.000551809671993694,7.0
14,674,55-65,0,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4T,88,9795,2,0.0,0.3839880284324719,0.042690213783030145,0.0008779454682621724,8.0
15,699,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,9776,3,0.0,0.3717358772914336,0.042690213783030145,0.0009404899617576063,0.0
16,704,18-30,1,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2K,88,9765,1,0.0,0.32203516647961167,0.042690213783030145,0.000551809671993694,8.0
17,706,31-54,0,30001-50000,Montréal,Montréal,Ville-Marie,H2K,88,9761,10,1.68975900160812,0.3924055368499792,0.042690213783030145,0.0009053473289631524,7.0
18,709,31-54,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,9764,2,0.0,0.27906846240179345,0.042690213783030145,0.0006891964544976446,0.0
