id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
329,0,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,10137
612,55-65,0,30001-50000,Franklin,Montérégie,,J0S,114,9857
762,31-54,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G2C,2,9707
994,66-80,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9476
1180,66-80,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,9289
1186,31-54,1,50001-,Château-Richer,Capitale-Nationale,,G0A,2,9290
1232,31-54,0,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,9244
1243,55-65,1,30001-50000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,9218
1244,55-65,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,9219
1248,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9215
1294,31-54,1,20001-30000,Montréal,Montréal,Verdun,H4G,2,9176
1295,31-54,0,50001-,Saint-Apollinaire,Chaudière-Appalaches,,G0S,2,9177
1326,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,9142
1353,0,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,9115
1360,31-54,0,10001-20000,Québec,Capitale-Nationale,Beauport,G1C,2,9109
1430,31-54,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9049
1453,66-80,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,9017
1458,18-30,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,9008
1459,31-54,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9009
1460,31-54,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9010
1497,55-65,0,30001-50000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8973
