,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,329,0,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,10137,1,0.0,0.41558724021267746,0.027407604513516818,0.00013230686318693318,6.0
1,612,55-65,0,30001-50000,Franklin,Montérégie,,J0S,114,9857,1,0.0,0.2931977721006227,0.027407604513516818,0.0001447000316319045,0.0
2,762,31-54,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G2C,2,9707,1,0.0,0.3047734125066131,0.027407604513516818,0.00013387727338309532,0.0
3,994,66-80,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9476,7,0.0,0.41558724021267746,0.027407604513516818,0.00013230686318693318,6.0
4,1180,66-80,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,9289,3,0.0,0.4160705654905895,0.027407604513516818,0.00020829916692242546,0.0
5,1186,31-54,1,50001-,Château-Richer,Capitale-Nationale,,G0A,2,9290,4,0.0,0.29954544408386635,0.027407604513516818,0.00013230686318693318,7.0
6,1232,31-54,0,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,9244,1,0.0,0.2974245667334095,0.027407604513516818,0.00013836544151138474,0.0
7,1243,55-65,1,30001-50000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,9218,9,12.951156167353009,0.31432484061773064,0.027407604513516818,0.00013748639989875645,7.0
8,1244,55-65,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,9219,1,0.0,0.3188335749959678,0.027407604513516818,0.00013230686318693318,1.0
9,1248,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9215,7,51.562403400229684,0.31852171511426763,0.027407604513516818,0.00018822025071050667,7.0
10,1294,31-54,1,20001-30000,Montréal,Montréal,Verdun,H4G,2,9176,5,0.0,0.4158289028516335,0.027407604513516818,0.00017908330694384203,6.0
11,1295,31-54,0,50001-,Saint-Apollinaire,Chaudière-Appalaches,,G0S,2,9177,4,0.0,0.29807130198623416,0.027407604513516818,0.00013230686318693318,7.0
12,1326,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,9142,15,0.0,0.4158289028516335,0.027407604513516818,0.00035746784094010047,6.0
13,1353,0,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,9115,12,114.29558755019511,0.4180038666022373,0.027407604513516818,0.00023531372379828863,6.0
14,1360,31-54,0,10001-20000,Québec,Capitale-Nationale,Beauport,G1C,2,9109,1,0.0,0.2906142834127365,0.027407604513516818,0.00014253057534228708,0.0
15,1430,31-54,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9049,28,9.49579998673212,0.4176816497502961,0.027407604513516818,0.0002762189408589707,6.0
16,1453,66-80,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,9017,1,0.0,0.41558724021267746,0.027407604513516818,0.00017908330694393977,0.0
17,1458,18-30,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,9008,2,0.0,0.2988342654606528,0.027407604513516818,0.00014470152603005218,0.0
18,1459,31-54,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9009,2,0.0,0.29033004211834523,0.027407604513516818,0.00013230686318693318,7.0
19,1460,31-54,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9010,9,0.0,0.41619139681006745,0.027407604513516818,0.00013230686318693318,6.0
20,1497,55-65,0,30001-50000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8973,2,0.0,0.18350172999762562,0.027407604513516818,0.00013230686318693318,1.0
21,1504,31-54,1,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,8962,1,0.0,0.3021450436143498,0.027407604513516818,0.00013230686318693318,7.0
22,1506,31-54,1,10001-20000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,8964,1,0.0,0.2520115537756883,0.027407604513516818,0.00013230686318693318,1.0
23,1527,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8940,6,59.422415758332,0.4184066376671641,0.027407604513516818,0.00024839698838553397,7.0
24,1550,55-65,1,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8911,9,0.0,0.4164330594490235,0.027407604513516818,0.00020549141076430902,6.0
25,1551,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8912,5,0.0,0.41594973417111153,0.027407604513516818,0.00033947248749502943,0.0
26,1553,31-54,0,10001-20000,Baie-Comeau,Côte-Nord,,G4Z,117,8914,1,0.0,0.2943819190315067,0.027407604513516818,0.00015820228571851227,0.0
27,1561,31-54,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2M,114,8920,11,0.0,0.30333954751547504,0.027407604513516818,0.0002934662261935664,0.0
28,1572,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8896,1,0.0,0.3188335749959678,0.027407604513516818,0.00013230686318693318,1.0
29,1591,31-54,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8878,1,0.0,0.2906142834127365,0.027407604513516818,0.00014253057534228708,0.0
30,1597,31-54,0,30001-50000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8870,1,0.0,0.1545894803869689,0.027407604513516818,0.00018853728004137978,0.0
31,1601,31-54,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,8863,9,24.913497087795076,0.4171580473658915,0.027407604513516818,0.0001382526071504823,6.0
32,1604,55-65,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8866,20,109.64131017043358,0.41804414370873005,0.027407604513516818,0.0003972932359828227,6.0
33,1606,31-54,1,20001-30000,Québec,Capitale-Nationale,Beauport,G1C,2,8868,1,0.0,0.2994890561347761,0.027407604513516818,0.00013230686318693318,7.0
34,1624,66-80,0,20001-30000,Sainte-Pétronille,Capitale-Nationale,,G0A,2,8846,1,0.0,0.29217013049782425,0.027407604513516818,0.00013663227986804446,0.0
35,1629,66-80,0,10001-20000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8844,2,1.0,0.2926776220396318,0.027407604513516818,0.00013663227986804446,1.0
