,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,31,31-54,1,50001-,Rimouski,Bas-Saint-Laurent,,G0L,118,10438,10,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
1,45,66-80,0,20001-30000,Amqui,Bas-Saint-Laurent,,G5J,118,10425,2,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
2,242,66-80,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G5J,118,10229,7,0.024844720496894408,0.3369415807560135,0.19936102236421724,0.007414539172435699,2.0
3,358,55-65,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,118,10110,6,0.0,0.29467353951890035,0.19936102236421724,0.006510670142579266,5.0
4,546,66-80,1,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,9924,9,0.0,0.34226804123711313,0.19936102236421724,0.006510670142579266,3.0
5,571,31-54,0,30001-50000,Saint-Tharcisius,Bas-Saint-Laurent,,G0J,118,9900,2,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
6,612,55-65,0,30001-50000,Franklin,Montérégie,,J0S,114,9857,12,0.0,0.29467353951890035,0.19936102236421724,0.014304473630631127,0.0
7,702,18-30,1,50001-,Rimouski,Bas-Saint-Laurent,,G5N,118,9767,4,0.0,0.34226804123711313,0.19936102236421724,0.006510670142579266,1.0
8,835,31-54,1,50001-,Val-Brillant,Bas-Saint-Laurent,,G0J,118,9636,1,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
9,852,66-80,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,9617,1,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
10,892,66-80,0,0-10000,Amqui,Bas-Saint-Laurent,,G5J,118,9577,27,2.034,0.37027491408934654,0.19936102236421724,0.011122394826906246,2.0
11,900,66-80,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,9572,2,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
12,901,66-80,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,9573,1,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
13,925,66-80,0,10001-20000,Sayabec,Bas-Saint-Laurent,,G0J,118,9542,1,0.0,0.010309278350515464,0.19936102236421724,0.012044739763771642,0.0
14,971,66-80,0,20001-30000,Amqui,Bas-Saint-Laurent,,G5J,118,9539,2,0.0,0.28780068728522334,0.19936102236421724,0.006510670142579266,2.0
15,1090,66-80,0,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,9381,4,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
16,1444,31-54,0,0-10000,Saint-Cléophas,Bas-Saint-Laurent,,G0J,118,9025,1,0.0,0.010309278350515464,0.19936102236421724,0.006510670142579266,1.0
17,1467,55-65,0,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,9003,6,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
18,1489,0,1,20001-30000,Saint-Moïse,Bas-Saint-Laurent,,G0J,118,8989,1,0.0,0.015463917525773196,0.19936102236421724,0.009277704953175455,0.0
19,1490,0,0,50001-,Saint-Noël,Bas-Saint-Laurent,,G0J,118,8990,1,0.0,0.015463917525773196,0.19936102236421724,0.009277704953175455,0.0
20,1500,55-65,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8970,3,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
21,1521,66-80,1,30001-50000,Saint-Noël,Bas-Saint-Laurent,,G0J,118,8945,5,0.0,0.30687285223367694,0.19936102236421724,0.006510670142579266,6.0
22,1532,66-80,0,0,Amqui,Bas-Saint-Laurent,,G5J,118,8936,2,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
23,1543,31-54,0,10001-20000,Amqui,Bas-Saint-Laurent,,G5J,118,8925,1,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
24,1576,31-54,0,10001-20000,Amqui,Bas-Saint-Laurent,,G5J,118,8894,3,0.0,0.34226804123711313,0.19936102236421724,0.006510670142579266,1.0
25,1599,66-80,0,20001-30000,Sayabec,Bas-Saint-Laurent,,G0J,118,8861,2,0.0,0.020618556701030927,0.19936102236421724,0.006510670142579266,1.0
26,1608,96-150,1,20001-30000,Causapscal,Bas-Saint-Laurent,,G0J,118,8860,3,0.0,0.23041237113402055,0.19936102236421724,0.006510670142579266,1.0
27,1617,55-65,0,20001-30000,Amqui,Bas-Saint-Laurent,,G5J,118,8858,2,0.0,0.2515463917525771,0.19936102236421724,0.010200049890040851,0.0
28,1649,66-80,0,10001-20000,Amqui,Bas-Saint-Laurent,,G5J,118,8822,2,0.0,0.18460972017673016,0.19936102236421724,0.010200049890040851,0.0
29,1660,55-65,1,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,8807,508,19.966000000000157,0.4175257731958762,0.19936102236421724,0.05490971815574649,1.0
30,1670,31-54,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8797,1,0.0,0.28092783505154634,0.19936102236421724,0.006510670142579266,2.0
31,1690,66-80,0,50001-,Saint-Moïse,Bas-Saint-Laurent,,G0J,118,8782,1,0.0,0.20439371624938632,0.19936102236421724,0.013612726156442814,0.0
32,1703,66-80,1,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,8758,1,0.0,0.2235395189003436,0.19936102236421724,0.006510670142579266,1.0
33,1722,66-80,1,50001-,Rimouski,Bas-Saint-Laurent,,G5L,118,8723,1,0.0,0.30405007363770237,0.19936102236421724,0.006510670142579266,1.0
34,1724,31-54,0,50001-,Sainte-Florence,Bas-Saint-Laurent,,G0J,118,8741,1,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
35,1729,55-65,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8740,1,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
36,1735,66-80,0,30001-50000,Saint-Noël,Bas-Saint-Laurent,,G0J,118,8732,2,1.0,0.25979381443298954,0.19936102236421724,0.008355360016310058,1.0
37,1736,31-54,0,0,Saint-Léon-le-Grand,Bas-Saint-Laurent,,G0J,118,8733,1,0.0,0.2515463917525771,0.19936102236421724,0.009277704953175455,0.0
38,1839,31-54,1,30001-50000,Saint-Moïse,Bas-Saint-Laurent,,G0J,118,8627,3,0.0,0.34484536082474193,0.19936102236421724,0.006510670142579266,2.0
39,1840,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8628,2,0.0,0.34226804123711313,0.19936102236421724,0.006510670142579266,1.0
40,1871,0,\N,,Amqui,Bas-Saint-Laurent,,G5J,118,8593,565,0.0,0.5369415807560143,0.19936102236421724,0.1307925680452758,0.0
41,1872,0,0,0,Amqui,Bas-Saint-Laurent,,G5J,118,8594,4,0.0,0.29725085910652915,0.19936102236421724,0.014081896690831857,0.0
42,1874,96-150,0,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,8597,1,0.0,0.3353951890034361,0.19936102236421724,0.006510670142579266,1.0
43,2067,66-80,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G0L,118,8409,30,70.93952895167732,0.43247422680412423,0.19936102236421724,0.012989672480086437,4.0
44,2200,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,8264,16,0.0,0.3014727540500735,0.19936102236421724,0.007146692220079189,0.0
45,2217,0,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G0L,118,8256,2,0.0,0.36185567010309233,0.19936102236421724,0.006510670142579266,4.0
