,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,20,0,0,0,Baie-Comeau,Côte-Nord,,G5C,117,10446,1,0.0,0.3363534675615215,0.18567860116569526,0.0016541736720265276,0.0
1,344,31-54,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,10124,12,0.0,0.4060402684563768,0.18567860116569526,0.0019029477415819338,6.0
2,350,0,0,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,10139,3,98.90437816841406,0.41498881431767426,0.18567860116569526,0.0644368678690154,7.0
3,492,55-65,1,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,9975,1,0.0,0.3156599552572707,0.18567860116569526,0.00153766220222763,7.0
4,612,55-65,0,30001-50000,Franklin,Montérégie,,J0S,114,9857,2,0.0,0.3108501118568232,0.18567860116569526,0.002667102562993013,0.0
5,920,66-80,1,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,9552,1,0.0,0.40044742729306587,0.18567860116569526,0.00153766220222763,6.0
6,1068,66-80,0,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,9406,3,0.0,0.32293064876957506,0.18567860116569526,0.0036137931780561563,0.0
7,1123,81-95,0,50001-,Baie-Comeau,Côte-Nord,,G5C,117,9347,1,0.0,0.40044742729306587,0.18567860116569526,0.00153766220222763,6.0
8,1143,18-30,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9329,6,0.0,0.41051454138702553,0.18567860116569526,0.00153766220222763,6.0
9,1169,55-65,1,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9291,3,0.0,0.41610738255033647,0.18567860116569526,0.00153766220222763,6.0
10,1179,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,9286,1,0.0,0.24060402684563784,0.18567860116569526,0.00153766220222763,1.0
11,1195,55-65,1,30001-50000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,9271,13,1.538404955478126,0.4177852348993298,0.18567860116569526,0.0016828858546602393,6.0
12,1210,31-54,0,0,Baie-Comeau,Côte-Nord,,G5C,117,9260,1,0.0,0.2664429530201345,0.18567860116569526,0.0017243783267838421,0.0
13,1227,66-80,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9239,7,1.0,0.33042505592841176,0.18567860116569526,0.001828109507092849,6.0
14,1259,31-54,1,0,Baie-Comeau,Côte-Nord,,G4Z,117,9211,6,14.701627646013062,0.425615212527965,0.18567860116569526,0.002636776212710408,5.0
15,1370,0,0,50001-,Baie-Comeau,Côte-Nord,,G5C,117,9100,1,0.0,0.40044742729306587,0.18567860116569526,0.00153766220222763,6.0
16,1400,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9066,13,32.23392675360287,0.42673378076062723,0.18567860116569526,0.011711432374913804,6.0
17,1470,66-80,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,8996,6,4.968756081433372,0.3724832214765108,0.18567860116569526,0.001998990502098664,6.0
18,1553,31-54,0,10001-20000,Baie-Comeau,Côte-Nord,,G4Z,117,8914,44,594.250537903521,0.47651006711409355,0.18567860116569526,0.06571444969139215,6.0
19,1557,66-80,1,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,8907,10,213.66508338914207,0.38366890380313295,0.18567860116569526,0.0026126026527680695,5.0
20,1558,55-65,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,8908,48,493.8232212252915,0.4697986577181207,0.18567860116569526,0.011703224785857797,5.0
21,1577,31-54,0,30001-50000,Ragueneau,Côte-Nord,,G0H,117,8892,2,0.0,0.3378076062639824,0.18567860116569526,0.002336393640251573,0.0
22,1697,66-80,0,0,Baie-Comeau,Côte-Nord,,G5C,117,8770,1,0.0,0.26711409395973185,0.18567860116569526,0.0018644154202010015,0.0
23,1710,66-80,0,10001-20000,Franquelin,Côte-Nord,,G0H,117,8756,1,0.0,0.23646532438478757,0.18567860116569526,0.002191168638174373,0.0
24,1770,31-54,1,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,8699,1,0.0,0.3137583892617449,0.18567860116569526,0.00153766220222763,7.0
25,1856,0,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,8611,14,0.0,0.3108501118568232,0.18567860116569526,0.0026671025629919696,7.0
26,1857,0,0,0,Baie-Comeau,Côte-Nord,,G4Z,117,8610,24,411.5097420148222,0.4804250559284111,0.18567860116569526,0.005460074884191726,6.0
27,1871,0,\N,,Amqui,Bas-Saint-Laurent,,G5J,118,8593,1,0.0,0.31756152125279646,0.18567860116569526,0.0018959756857411098,0.0
28,1876,31-54,0,0,Baie-Comeau,Côte-Nord,,G5C,117,8591,2,0.0,0.3147651006711409,0.18567860116569526,0.00153766220222763,6.0
29,2095,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,8378,1,0.0,0.34921700223713686,0.18567860116569526,0.00153766220222763,6.0
30,2096,,0,0,Baie-Comeau,Côte-Nord,,G4Z,117,8379,1,0.0,0.34921700223713686,0.18567860116569526,0.00153766220222763,6.0
31,2282,31-54,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,8188,1,0.0,0.3242729306487697,0.18567860116569526,0.00153766220222763,5.0
32,2506,31-54,0,50001-,Pointe-Lebel,Côte-Nord,,G0H,117,7957,1,0.0,0.3108501118568232,0.18567860116569526,0.00153766220222763,7.0
33,2710,31-54,1,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,7754,3,0.0,0.41107382550335664,0.18567860116569526,0.00153766220222763,6.0
34,2716,66-80,1,20001-30000,Ragueneau,Côte-Nord,,G0H,117,7751,1,0.0,0.28937360178970906,0.18567860116569526,0.00153766220222763,7.0
35,2730,81-95,0,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,7736,7,0.0,0.3741610738255041,0.18567860116569526,0.00153766220222763,6.0
36,2731,31-54,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,7737,2,0.0,0.3242729306487697,0.18567860116569526,0.00153766220222763,5.0
37,2793,31-54,0,50001-,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7680,3,0.0,0.28512304250559284,0.18567860116569526,0.00153766220222763,1.0
38,2805,81-95,0,20001-30000,Ragueneau,Côte-Nord,,G0H,117,7657,3,2.318331571529246,0.3237136465324385,0.18567860116569526,0.001885144105978304,7.0
39,2820,55-65,1,20001-30000,Baie-Comeau,Côte-Nord,,G5C,117,7645,9,0.0,0.40715883668903924,0.18567860116569526,0.00153766220222763,4.0
40,2844,31-54,0,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,7621,1,0.0,0.3495525727069355,0.18567860116569526,0.00153766220222763,5.0
41,2861,31-54,1,30001-50000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7600,2,0.0,0.3363534675615215,0.18567860116569526,0.0017706851418254252,0.0
42,2862,31-54,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,7603,1,0.0,0.3242729306487697,0.18567860116569526,0.00153766220222763,5.0
43,2863,66-80,0,50001-,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7593,8,5.307128367271434,0.4217002237136474,0.18567860116569526,0.001980926889999823,6.0
44,2874,81-95,1,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,7583,3,0.0,0.40044742729306587,0.18567860116569526,0.00153766220222763,6.0
