source,target,duree,date,service,detailservice,accorderie,id
147,149,03:00:00,2012-11-21,Travaux / Entretien / Jardinage,Ménage léger,117.0,32770
147,149,03:30:00,2012-11-30,Travaux / Entretien / Jardinage,Ménage léger,117.0,33074
147,149,03:30:00,2012-12-06,Travaux / Entretien / Jardinage,Ménage léger,117.0,33075
147,148,01:00:00,2012-11-13,Transport / Déménagement,Transport besoins divers,117.0,33084
147,148,01:00:00,2012-11-20,Transport / Déménagement,Transport besoins divers,117.0,33085
147,149,02:30:00,2012-12-18,Travaux / Entretien / Jardinage,Ménage léger,117.0,33340
147,149,02:30:00,2013-01-14,Travaux / Entretien / Jardinage,Ménage léger,117.0,33826
147,149,03:00:00,2013-01-21,Travaux / Entretien / Jardinage,Ménage léger,117.0,33827
147,148,03:00:00,2013-02-01,Travaux / Entretien / Jardinage,Ménage léger,117.0,34518
147,148,03:00:00,2013-03-01,Travaux / Entretien / Jardinage,Ménage léger,117.0,34606
147,148,03:00:00,2013-03-08,Travaux / Entretien / Jardinage,Ménage léger,117.0,35023
147,148,03:00:00,2013-03-15,Travaux / Entretien / Jardinage,Ménage léger,117.0,35025
147,144,03:00:00,2013-08-16,Travaux / Entretien / Jardinage,Ménage léger,117.0,38527
147,83,04:00:00,2013-10-23,Travaux / Entretien / Jardinage,Ménage léger,117.0,40011
147,145,03:30:00,2014-04-15,Travaux / Entretien / Jardinage,Ménage léger,117.0,44187
147,145,04:30:00,2014-04-27,Travaux / Entretien / Jardinage,Ménage léger,117.0,44570
147,145,03:30:00,2014-05-06,Travaux / Entretien / Jardinage,Ménage léger,117.0,45026
147,145,03:00:00,2014-08-12,Travaux / Entretien / Jardinage,Ménage léger,117.0,47676
147,145,04:00:00,2014-08-05,Travaux / Entretien / Jardinage,Ménage léger,117.0,47677
147,145,03:30:00,2014-08-19,Travaux / Entretien / Jardinage,Ménage léger,117.0,47804
147,145,03:30:00,2014-08-19,Travaux / Entretien / Jardinage,Ménage léger,117.0,47978
147,145,03:00:00,2014-08-26,Travaux / Entretien / Jardinage,Ménage léger,117.0,47986
147,145,03:30:00,2014-09-02,Travaux / Entretien / Jardinage,Ménage léger,117.0,48062
147,145,03:00:00,2014-09-08,Travaux / Entretien / Jardinage,Ménage léger,117.0,48223
147,142,02:00:00,2014-09-10,Travaux / Entretien / Jardinage,Ménage léger,117.0,48309
147,145,03:00:00,2014-09-15,Travaux / Entretien / Jardinage,Ménage léger,117.0,48444
147,145,03:30:00,2014-09-22,Travaux / Entretien / Jardinage,Ménage léger,117.0,48893
147,142,02:00:00,2014-10-08,Travaux / Entretien / Jardinage,Ménage léger,117.0,49267
147,145,06:00:00,2014-10-15,Travaux / Entretien / Jardinage,Ménage léger,117.0,49352
147,145,04:30:00,2014-10-20,Travaux / Entretien / Jardinage,Ménage léger,117.0,49444
147,142,03:00:00,2014-11-05,Travaux / Entretien / Jardinage,Ménage léger,117.0,50082
147,142,02:30:00,2014-12-05,Travaux / Entretien / Jardinage,Ménage léger,117.0,51034
147,142,02:30:00,2015-02-11,Travaux / Entretien / Jardinage,Ménage léger,117.0,53135
109,131,08:00:00,2015-05-22,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,57184
125,139,03:30:00,2015-03-23,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,54360
131,139,02:00:00,2015-04-01,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,54784
127,139,02:00:00,2015-04-01,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,54788
129,139,02:00:00,2015-04-01,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,54792
126,139,04:00:00,2015-04-15,Échanges associatifs,Rencontre de travail comité accueil,117.0,55355
130,139,04:00:00,2015-04-15,Échanges associatifs,Comité contact communautaire,117.0,55356
136,139,04:00:00,2015-04-15,Échanges associatifs,Organisation / animation activité de L'Accorderie,117.0,55360
135,139,04:00:00,2015-04-15,Échanges associatifs,Communications pour L'Accorderie,117.0,55363
131,139,05:00:00,2015-04-23,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,55792
131,139,02:00:00,2015-04-23,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,55793
129,139,04:00:00,2015-04-23,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,55794
127,139,02:00:00,2015-04-23,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,55795
117,139,05:00:00,2015-04-28,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,55932
114,139,10:00:00,2015-04-28,Échanges associatifs,Rencontre de travail comité gestion,117.0,55933
126,139,01:00:00,2015-05-01,Informatique / Bureautique,Grave DVD,117.0,56154
120,139,03:30:00,2015-05-07,Informatique / Bureautique,Initiation générale à l'informatique,117.0,56440
122,114,01:00:00,2015-05-07,Travaux / Entretien / Jardinage,Lavage de voiture,117.0,56462
122,127,01:00:00,2015-05-07,Travaux / Entretien / Jardinage,Lavage de voiture,117.0,56463
124,122,02:30:00,2015-05-07,Artisanat / Couture / Vêtements,Petites réparations vêtements,117.0,56464
122,124,01:00:00,2015-05-07,Travaux / Entretien / Jardinage,Lavage de voiture,117.0,56465
122,139,01:00:00,2015-05-07,Échanges associatifs,Tâches manuelles pour L'Accorderie,117.0,56466
124,138,01:30:00,2015-05-12,Artisanat / Couture / Vêtements,Petites réparations vêtements,117.0,56637
122,107,01:00:00,2015-05-07,Travaux / Entretien / Jardinage,Lavage de voiture,117.0,56952
114,117,01:00:00,2015-05-20,Santé / Maternité / Esthétique,Aide coloration cheveux,117.0,57038
129,139,03:00:00,2015-05-20,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,57039
138,131,02:00:00,2016-04-08,Transport / Déménagement,Aide pour aménager,117.0,69734
124,133,03:00:00,2015-05-26,Artisanat / Couture / Vêtements,Petites réparations vêtements,117.0,57331
107,122,01:00:00,2015-05-26,Transport / Déménagement,Transport avec remorque,117.0,57332
125,139,04:30:00,2015-05-27,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,57355
118,138,01:00:00,2015-09-24,Cuisine / Alimentation,Initiation cuisine végétarienne,117.0,62316
118,126,01:00:00,2015-09-24,Cuisine / Alimentation,Initiation cuisine végétarienne,117.0,62315
124,139,03:00:00,2015-06-01,Échanges associatifs,Communications pour L'Accorderie,117.0,57517
138,120,03:00:00,2015-06-09,Travaux / Entretien / Jardinage,Aide au désencombrement,117.0,57897
115,117,02:00:00,2015-06-15,Administration / Emploi / Organisation,Rédaction Curriculum vitae,117.0,58226
138,124,04:00:00,2015-06-16,Travaux / Entretien / Jardinage,Peinture extérieure,117.0,58266
116,103,00:30:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58268
116,99,01:00:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58269
116,97,01:00:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58270
116,138,03:00:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58271
116,120,03:00:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58272
116,129,03:00:00,2015-06-16,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58273
104,139,04:00:00,2015-06-17,Échanges associatifs,Tâches manuelles pour L'Accorderie,117.0,58397
85,122,03:00:00,2015-09-11,Santé / Maternité / Esthétique,Manucure,117.0,61655
125,131,02:00:00,2015-06-24,Travaux / Entretien / Jardinage,Travaux d'entretien de terrains,117.0,58681
109,97,01:00:00,2015-06-25,Transport / Déménagement,Transport avec camionnette,117.0,58710
131,125,00:30:00,2015-06-25,Santé / Maternité / Esthétique,Coupe cheveux,117.0,58711
116,138,01:00:00,2015-06-28,Sports / Loisirs / Animation,Initiation orientation avec cartes et boussole,117.0,58751
138,105,07:00:00,2015-07-01,Travaux / Entretien / Jardinage,Aide au désencombrement,117.0,58808
136,105,07:00:00,2015-07-01,Travaux / Entretien / Jardinage,Menus travaux électricité,117.0,58809
104,105,02:00:00,2015-07-01,Transport / Déménagement,Des bras pour moyen déménagement,117.0,58812
115,105,05:00:00,2015-07-01,Transport / Déménagement,Des bras pour moyen déménagement,117.0,58813
126,105,05:00:00,2015-07-01,Transport / Déménagement,Des bras pour petit déménagement,117.0,58814
119,105,07:00:00,2015-07-03,Transport / Déménagement,Des bras pour gros déménagement,117.0,58882
109,106,03:00:00,2015-07-27,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,59912
109,114,02:30:00,2015-07-27,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,59913
109,131,08:00:00,2015-07-27,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,59914
106,97,01:30:00,2015-07-27,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,59915
106,120,01:30:00,2015-07-27,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,59916
132,127,00:30:00,2015-07-27,Administration / Emploi / Organisation,Organisation événements sociaux,117.0,59917
132,114,00:30:00,2015-07-27,Administration / Emploi / Organisation,Organisation événements sociaux,117.0,59918
131,127,01:00:00,2015-07-27,Santé / Maternité / Esthétique,Coupe cheveux,117.0,59919
131,125,00:30:00,2015-07-27,Santé / Maternité / Esthétique,Coupe cheveux,117.0,59920
131,122,01:00:00,2015-07-27,Santé / Maternité / Esthétique,Coupe cheveux,117.0,59921
131,113,00:30:00,2015-07-27,Santé / Maternité / Esthétique,Coupe cheveux,117.0,59922
131,139,03:00:00,2015-07-27,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,59923
132,122,00:30:00,2015-07-27,Administration / Emploi / Organisation,Organisation événements sociaux,117.0,59924
109,106,05:30:00,2015-07-27,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,59933
109,97,01:30:00,2015-07-27,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,59934
91,121,02:00:00,2015-07-27,Accompagnement / Gardiennage / Animaux,Garde d'animaux à votre maison,117.0,59941
116,137,01:00:00,2015-07-29,Travaux / Entretien / Jardinage,Inspection de maison,117.0,59999
101,97,07:00:00,2015-08-03,Travaux / Entretien / Jardinage,Peinture intérieure,117.0,60184
133,139,01:00:00,2015-08-03,Échanges associatifs,Communications pour L'Accorderie,117.0,60187
109,126,05:00:00,2015-08-11,Travaux / Entretien / Jardinage,Peinture intérieure,117.0,60493
120,109,01:30:00,2015-08-13,Informatique / Bureautique,Dépannage pour ordinateurs P.C.,117.0,60659
120,139,02:00:00,2015-08-13,Autres transactions,Promotion saisonnière,117.0,60660
101,124,04:00:00,2015-08-24,Travaux / Entretien / Jardinage,Aide cordage de bois,117.0,60953
131,109,01:00:00,2015-08-24,Santé / Maternité / Esthétique,Coupe cheveux,117.0,60954
136,141,04:00:00,2015-08-08,Hébergement / Voyage / Stationnement,Hébergement en maison courte durée,117.0,60960
138,141,01:00:00,2015-08-08,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,60961
120,131,03:00:00,2015-08-24,Informatique / Bureautique,Dépannage pour ordinateurs P.C.,117.0,60962
125,131,01:00:00,2015-08-24,Travaux / Entretien / Jardinage,Travaux d'entretien de terrains,117.0,60964
116,103,07:00:00,2015-08-25,Sports / Loisirs / Animation,Initiation kayak,117.0,60972
116,99,07:00:00,2015-08-25,Sports / Loisirs / Animation,Initiation kayak,117.0,60973
99,116,02:00:00,2015-08-25,Langues / Littérature,Rédaction textes en français,117.0,60975
138,91,02:00:00,2015-08-25,Administration / Emploi / Organisation,Conseils budgétaires,117.0,60976
120,139,02:00:00,2015-08-25,Autres transactions,Promotion saisonnière,117.0,60988
120,139,02:00:00,2015-08-27,Informatique / Bureautique,Dépannage pour ordinateurs P.C.,117.0,61131
101,109,20:00:00,2015-08-27,Accompagnement / Gardiennage / Animaux,Garde d'animaux à votre maison,117.0,61132
97,139,01:30:00,2015-08-31,Langues / Littérature,Rédaction textes en français,117.0,61190
136,115,01:30:00,2015-09-01,Travaux / Entretien / Jardinage,Menus travaux électricité,117.0,61208
131,125,00:30:00,2015-09-01,Santé / Maternité / Esthétique,Coupe cheveux,117.0,61209
109,139,02:00:00,2015-09-11,Échanges associatifs,Comité contact communautaire,117.0,61648
97,139,02:00:00,2015-09-11,Échanges associatifs,Communications pour L'Accorderie,117.0,61647
122,139,03:00:00,2015-09-10,Échanges associatifs,Tâches manuelles pour L'Accorderie,117.0,61602
126,139,02:00:00,2015-09-11,Échanges associatifs,Rencontre de travail comité accueil,117.0,61636
131,139,02:00:00,2015-09-11,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,61637
122,139,02:00:00,2015-09-11,Échanges associatifs,Tâches manuelles pour L'Accorderie,117.0,61638
133,139,02:00:00,2015-09-11,Échanges associatifs,Communications pour L'Accorderie,117.0,61639
136,139,02:00:00,2015-09-11,Échanges associatifs,Organisation / animation activité de L'Accorderie,117.0,61641
135,139,02:00:00,2015-09-11,Échanges associatifs,Communications pour L'Accorderie,117.0,61642
110,139,02:00:00,2015-09-11,Échanges associatifs,Communications pour L'Accorderie,117.0,61643
125,139,02:00:00,2015-09-11,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,61644
129,139,02:00:00,2015-09-11,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,61645
106,139,02:00:00,2015-09-11,Échanges associatifs,Comité contact communautaire,117.0,61649
87,139,02:00:00,2015-09-11,Échanges associatifs,Rencontre de travail comité gestion,117.0,61652
109,122,00:30:00,2015-09-11,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,61653
89,136,02:30:00,2015-09-11,Travaux / Entretien / Jardinage,Ménage léger,117.0,61654
114,88,02:00:00,2015-09-20,Arts / Culture / Éducation,Initiation peinture à l'huile,117.0,62034
125,136,02:30:00,2015-09-20,Travaux / Entretien / Jardinage,Travaux d'entretien de terrains,117.0,62035
132,139,01:30:00,2015-09-25,Administration / Emploi / Organisation,Organisation événements sociaux,117.0,62373
92,139,04:00:00,2015-09-25,Échanges associatifs,Rencontre de travail comité gestion,117.0,62372
125,139,01:30:00,2015-09-25,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,62371
136,139,01:30:00,2015-09-25,Transport / Déménagement,Covoiturage dans la ville de Montréal,117.0,62370
133,139,01:30:00,2015-09-25,Échanges associatifs,Communications pour L'Accorderie,117.0,62368
131,139,01:30:00,2015-09-25,Échanges associatifs,Accueil/réception permanence Accorderie,117.0,62367
97,139,01:30:00,2015-09-25,Échanges associatifs,Communications pour L'Accorderie,117.0,62366
135,104,01:00:00,2015-09-23,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,62290
118,136,01:00:00,2015-09-24,Cuisine / Alimentation,Initiation cuisine végétarienne,117.0,62317
118,115,01:00:00,2015-09-24,Cuisine / Alimentation,Initiation cuisine végétarienne,117.0,62318
118,129,01:00:00,2015-09-24,Cuisine / Alimentation,Initiation cuisine végétarienne,117.0,62319
123,98,04:00:00,2015-09-24,Accompagnement / Gardiennage / Animaux,Visite maison lors d'absence,117.0,62320
106,92,04:00:00,2015-09-25,Administration / Emploi / Organisation,Organisation événements sociaux,117.0,62433
138,104,00:30:00,2015-09-28,Accompagnement / Gardiennage / Animaux,Accompagnement rendez-vous divers,117.0,62483
109,106,12:00:00,2015-09-28,Travaux / Entretien / Jardinage,Bricoleur pour petits travaux,117.0,62489
120,97,03:00:00,2015-09-29,Informatique / Bureautique,Dépannage disque dur,117.0,62520
131,125,01:00:00,2015-09-30,Travaux / Entretien / Jardinage,Ménage léger,117.0,62577
114,88,02:00:00,2015-10-01,Arts / Culture / Éducation,Initiation peinture à l'huile,117.0,62637
120,109,01:00:00,2015-10-01,Informatique / Bureautique,Dépannage pour ordinateurs P.C.,117.0,62638
89,139,03:30:00,2015-10-01,Échanges associatifs,Tâches manuelles pour L'Accorderie,117.0,62663
101,116,08:00:00,2015-10-06,Sports / Loisirs / Animation,Transport et accompagnement sorties plein air,117.0,62767
