,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid,degrees,betweenness,harmonic_centrality,transitivity_undirected,pagerank,eccentricity
0,1146,66-80,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,9336,1,0.0,0.274603174603175,0.057073600705156456,0.0016503875261681573,0.0
1,1350,55-65,1,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,108,9122,10,286.34802010386306,0.3915750915750906,0.057073600705156456,0.0032341827961148875,5.0
2,1722,66-80,1,50001-,Rimouski,Bas-Saint-Laurent,,G5L,118,8723,1,0.0,0.29114774114774183,0.057073600705156456,0.0014869644491740843,0.0
3,1753,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,8708,4,0.0,0.007326007326007326,0.057073600705156456,0.0013449369287573069,1.0
4,1861,31-54,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,108,8599,1,0.0,0.28876678876678985,0.057073600705156456,0.001475949103032134,0.0
5,1871,0,\N,,Amqui,Bas-Saint-Laurent,,G5J,118,8593,1,0.0,0.005494505494505494,0.057073600705156456,0.0016307360261182348,0.0
6,1945,0,0,0,Amqui,Bas-Saint-Laurent,,G5L,108,8517,2,0.0,0.3811965811965804,0.057073600705156456,0.005123428663472468,0.0
7,1985,31-54,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,8494,2,0.0,0.31477411477411554,0.057073600705156456,0.0016035868297808904,0.0
8,2067,66-80,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G0L,118,8409,1,0.0,0.27881562881562927,0.057073600705156456,0.001377450159007086,0.0
9,2200,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,8264,1,0.0,0.31800976800976866,0.057073600705156456,0.001571642833442003,0.0
10,2248,81-95,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G5M,108,8209,1,0.0,0.003663003663003663,0.057073600705156456,0.0024881333182010176,0.0
11,2496,31-54,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,7970,8,0.0,0.40262515262515164,0.057073600705156456,0.0013449369287573069,4.0
12,2567,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,7890,1,0.0,0.3811965811965804,0.057073600705156456,0.0013449369287573069,5.0
13,2717,81-95,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5N,108,7742,1,0.0,0.3095848595848604,0.057073600705156456,0.0013449369287573069,5.0
14,2726,31-54,0,30001-50000,Mont-Joli,Bas-Saint-Laurent,,G5H,108,7739,8,0.0,0.3873015873015866,0.057073600705156456,0.0013449369287573069,5.0
15,2934,31-54,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5N,108,7525,1,0.0,0.2821123321123326,0.057073600705156456,0.001440203294544283,0.0
16,2983,31-54,1,20001-30000,Rimouski,Bas-Saint-Laurent,,G5N,108,7478,12,0.0,0.4094627594627586,0.057073600705156456,0.0013449369287573069,5.0
17,3185,31-54,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G5L,108,7269,2,0.0,0.31404151404151465,0.057073600705156456,0.0013449369287573069,6.0
18,3293,66-80,1,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,118,7180,31,0.0,0.31471306471306526,0.057073600705156456,0.005065741199577746,0.0
19,3321,66-80,1,30001-50000,Rimouski,Bas-Saint-Laurent,,G5N,118,7154,4,0.0,0.2980463980463988,0.057073600705156456,0.0017727635465350116,0.0
20,3360,66-80,1,30001-50000,Rimouski,Bas-Saint-Laurent,,G5M,108,7114,1,0.0,0.2970695970695981,0.057073600705156456,0.0014511575460113136,0.0
21,3363,31-54,1,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,7110,14,0.0,0.40079365079364976,0.057073600705156456,0.0013449369287573069,4.0
22,3516,31-54,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6970,3,0.0,0.31807081807081866,0.057073600705156456,0.0013449369287573069,6.0
23,3532,31-54,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6933,1,0.0,0.3811965811965804,0.057073600705156456,0.0013449369287573069,5.0
24,3573,81-95,0,0,Rimouski,Bas-Saint-Laurent,,G5L,118,6912,3,0.0,0.2942612942612949,0.057073600705156456,0.002449616830353073,0.0
25,3583,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5N,118,6899,5,0.0,0.27936507936508026,0.057073600705156456,0.0017532213535586321,0.0
26,3591,66-80,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5N,118,6883,10,0.0,0.3459706959706962,0.057073600705156456,0.0028955737100053664,0.0
27,3592,31-54,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6884,22,0.0,0.4045787545787538,0.057073600705156456,0.0013449369287573069,5.0
28,3619,66-80,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G5M,108,6853,32,384.23147347930313,0.41495726495726426,0.057073600705156456,0.004647126591425897,5.0
29,3644,31-54,0,0-10000,Saint-Donat,Bas-Saint-Laurent,,G0K,108,6829,3,152.66666666666669,0.3137973137973147,0.057073600705156456,0.001586188226396021,6.0
30,3645,31-54,1,0-10000,Saint-Donat,Bas-Saint-Laurent,,G0K,108,6830,2,444.90228309940136,0.3848595848595841,0.057073600705156456,0.00323418279611192,6.0
31,3655,66-80,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6817,5,0.0,0.24700854700854769,0.057073600705156456,0.002251822088390967,0.0
32,3701,31-54,0,0-10000,Saint-Valérien,Bas-Saint-Laurent,,G0L,108,6784,1,0.0,0.3811965811965804,0.057073600705156456,0.0032341827961148875,0.0
33,3705,31-54,1,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6771,9,0.0,0.3894383394383388,0.057073600705156456,0.0014511575460111593,5.0
34,3735,31-54,0,50001-,Rimouski,Bas-Saint-Laurent,,G5M,108,6736,9,0.0,0.3004273504273516,0.057073600705156456,0.0034355315530177257,0.0
35,3742,31-54,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6743,1,0.0,0.3811965811965804,0.057073600705156456,0.0013449369287573069,5.0
