id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
1502,66-80,0,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,8965
1503,31-54,0,50001-,Saint-Alban,Capitale-Nationale,,G0A,111,8966
1596,55-65,0,50001-,Deschambault-Grondines,Capitale-Nationale,,G0A,111,8874
1663,81-95,0,20001-30000,Saint-Alban,Capitale-Nationale,,G0A,111,8810
1695,66-80,0,10001-20000,Saint-Alban,Capitale-Nationale,,G0A,111,8773
1696,81-95,0,10001-20000,Saint-Alban,Capitale-Nationale,,G0A,111,8774
1727,81-95,0,10001-20000,Saint-Casimir,Capitale-Nationale,,G0A,111,8757
1730,0,0,0-10000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,8735
1732,31-54,0,20001-30000,Saint-Raymond,Capitale-Nationale,,G3L,111,8737
1769,66-80,0,0-10000,Portneuf,Capitale-Nationale,,G0A,111,8698
1784,66-80,0,10001-20000,Saint-Alban,Capitale-Nationale,,G0A,111,8692
1785,66-80,1,10001-20000,Saint-Alban,Capitale-Nationale,,G0A,111,8693
1794,31-54,0,50001-,Pont-Rouge,Capitale-Nationale,,G3H,111,8681
1797,66-80,0,10001-20000,Cap-Santé,Capitale-Nationale,,G0A,111,8667
1892,31-54,0,50001-,Portneuf,Capitale-Nationale,,G0A,111,8579
1987,18-30,0,0-10000,Donnacona,Capitale-Nationale,,G3M,111,8479
1988,18-30,1,0-10000,Pont-Rouge,Capitale-Nationale,,G3H,111,8480
1989,18-30,1,0-10000,Pont-Rouge,Capitale-Nationale,,G3H,111,8474
2010,31-54,0,0,Neuville,Capitale-Nationale,,G0A,111,8446
2077,0,0,0,Saint-Raymond,Capitale-Nationale,,G3L,111,8390
2078,0,0,0,Pont-Rouge,Capitale-Nationale,,G3H,111,8391
2082,18-30,0,0,Portneuf,Capitale-Nationale,,G0A,111,8386
2098,31-54,1,20001-30000,Saint-Raymond,Capitale-Nationale,,G3L,111,8362
2180,0,0,0,Saint-Alban,Capitale-Nationale,,G0A,111,8279
2201,66-80,0,20001-30000,Saint-Alban,Capitale-Nationale,,G0A,111,8282
2218,55-65,0,0-10000,Saint-Raymond,Capitale-Nationale,,G3L,111,8263
2261,31-54,1,30001-50000,Québec,Capitale-Nationale,Beauport,G1E,2,8203
2265,31-54,1,30001-50000,Donnacona,Capitale-Nationale,,G3M,111,8202
2269,66-80,0,10001-20000,Saint-Casimir,Capitale-Nationale,,G0A,111,8201
2279,66-80,0,10001-20000,Saint-Ubalde,Capitale-Nationale,,G0A,111,8185
2280,66-80,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,111,8186
2281,66-80,0,0-10000,L'Ancienne-Lorette,Capitale-Nationale,,G2E,111,8187
2290,31-54,0,0-10000,Saint-Alban,Capitale-Nationale,,G0A,111,8172
2293,18-30,0,50001-,Donnacona,Capitale-Nationale,,G3M,111,8171
2300,0,1,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,8179
2351,31-54,0,50001-,Neuville,Capitale-Nationale,,G0A,111,8144
2391,55-65,0,0-10000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,8108
2392,55-65,1,0,Saint-Thuribe,Capitale-Nationale,,G0A,111,8074
2437,66-80,0,10001-20000,Saint-Ubalde,Capitale-Nationale,,G0A,111,8044
2475,66-80,0,10001-20000,Portneuf,Capitale-Nationale,,G0A,111,7986
2476,66-80,0,20001-30000,Saint-Raymond,Capitale-Nationale,,G3L,111,7987
2502,66-80,0,50001-,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,7963
2556,66-80,1,10001-20000,Saint-Léonard-de-Portneuf,Capitale-Nationale,,G0A,111,7921
2559,81-95,0,20001-30000,Lac-Sergent,Capitale-Nationale,,G3L,111,7922
2691,31-54,0,50001-,Donnacona,Capitale-Nationale,,G3M,111,7779
2807,31-54,0,20001-30000,Saint-Raymond,Capitale-Nationale,,G3L,111,7665
2808,81-95,0,10001-20000,Neuville,Capitale-Nationale,,G0A,111,7666
2809,96-150,1,20001-30000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,7655
2835,66-80,0,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,7637
2893,55-65,0,20001-30000,Donnacona,Capitale-Nationale,,G3M,111,7567
2917,81-95,0,30001-50000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,7568
2919,31-54,0,50001-,Saint-Léonard-de-Portneuf,Capitale-Nationale,,G0A,111,7560
2921,66-80,0,0-10000,Saint-Raymond,Capitale-Nationale,,G3L,111,7526
2936,18-30,1,10001-20000,Saint-Prosper,Mauricie,,G0M,111,7561
2937,66-80,0,20001-30000,Saint-Casimir,Capitale-Nationale,,G0A,111,4444
2948,66-80,1,0-10000,Saint-Ubalde,Capitale-Nationale,,G0A,111,7536
2949,55-65,0,20001-30000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,7514
2990,66-80,1,0-10000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7474
2995,31-54,0,0-10000,Saint-Thuribe,Capitale-Nationale,,G0A,111,7464
3014,31-54,0,30001-50000,Saint-Thuribe,Capitale-Nationale,,G0A,111,7490
3018,66-80,0,10001-20000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,7489
3030,31-54,0,10001-20000,Saint-Ubalde,Capitale-Nationale,,G0A,111,7437
3043,31-54,1,30001-50000,Saint-Léonard-de-Portneuf,Capitale-Nationale,,G0A,111,7421
3052,66-80,0,10001-20000,Pont-Rouge,Capitale-Nationale,,G3H,111,7413
3076,66-80,0,20001-30000,Pont-Rouge,Capitale-Nationale,,G3H,111,7386
3079,31-54,0,20001-30000,Donnacona,Capitale-Nationale,,G3M,111,7389
